X1_demo4,X2_demo4,Y_demo4
-22.6679000854492,-15,4.962030313909054
-22.6193090863526,-15,4.022772774100304
-22.570718087255997,-15,0.7450433224439621
-22.52212708815929,-15,0.0
-22.4735360890627,-15,0.0
-22.4249450899661,-15,0.0
-22.3763540908694,-15,0.0
-22.3277630917728,-15,0.0
-22.279172092676202,-15,0.0
-22.230581093579502,-15,0.0
-22.1819900944829,-15,0.0
-22.1333990953863,-15,0.0
-22.084808096289606,-15,0.0
-22.036217097193,-15,0.0
-21.9876260980964,-15,0.0
-21.9390350989997,-15,0.0
-21.890444099903107,-15,0.0
-21.8418531008065,-15,0.0
-21.7932621017098,-15,0.0
-21.7446711026132,-15,0.0
-21.696080103516607,-15,0.0
-21.6474891044199,-15,0.0
-21.5988981053233,-15,0.0
-21.550307106226697,-15,0.0
-21.501716107130104,-15,0.0
-21.4531251080334,-15,0.0
-21.4045341089368,-15,0.0
-21.3559431098402,-15,0.0
-21.3073521107435,-15,0.0
-21.258761111646894,-15,0.0
-21.2101701125503,-15,0.0
-21.1615791134536,-15,0.0
-21.112988114356998,-15,0.0
-21.064397115260398,-15,0.0
-21.0158061161637,-15,0.0
-20.967215117067106,-15,0.0
-20.9186241179705,-15,0.0
-20.870033118873803,-15,0.0
-20.8214421197772,-15,0.0
-20.772851120680606,-15,0.0
-20.7242601215839,-15,0.0
-20.675669122487303,-15,0.0
-20.6270781233907,-15,1.452212139964104
-20.578487124294,-15,3.064221866428852
-20.5298961251974,-15,4.207867309451103
-20.4813051261008,-15,3.6890255212783813
-20.4327141270041,-15,1.6669886559247968
-20.3841231279075,-15,1.202814117074013
-20.3355321288109,-15,0.7623538076877594
-20.2869411297143,-15,1.465745061635971
-20.2383501306176,-15,1.994634076952934
-20.189759131521,-15,2.205165430903435
-20.141168132424397,-15,2.89860737323761
-20.092577133327698,-15,4.481574326753616
-20.0439861342311,-15,2.610691469162703
-19.995395135134498,-15,0.7229919880628586
-19.9468041360378,-15,0.0
-19.898213136941198,-15,0.0
-19.8496221378446,-15,0.0
-19.8010311387479,-15,0.0
-19.752440139651306,-15,0.0
-19.7038491405547,-15,0.0
-19.655258141458003,-15,0.0
-19.6066671423614,-15,0.0
-19.558076143264802,-15,0.0
-19.509485144168107,-15,0.0
-19.4608941450715,-15,0.0
-19.4123031459749,-15,0.0
-19.3637121468782,-15,0.0
-19.3151211477816,-15,0.0
-19.266530148685,-15,0.0
-19.2179391495883,-15,0.0
-19.1693481504917,-15,0.0
-19.1207571513951,-15,0.0
-19.0721661522985,-15,0.0
-19.0235751532018,-15,0.0
-18.974984154105197,-15,0.0
-18.9263931550086,-15,0.0
-18.877802155911894,-15,0.0
-18.8292111568153,-15,0.0
-18.780620157718694,-15,0.0
-18.732029158622,-15,0.0
-18.683438159525398,-15,0.0
-18.6348471604288,-15,0.0
-18.586256161332106,-15,0.0
-18.537665162235502,-15,0.0
-18.4890741631389,-15,0.0
-18.4404831640422,-15,3.397097542881966
-18.391892164945602,-15,7.3994902418926385
-18.343301165849,-15,10.69908377528191
-18.2947101667523,-15,10.189799308776859
-18.2461191676557,-15,8.23630402982235
-18.1975281685591,-15,7.108883948996662
-18.1489371694624,-15,10.28906710445881
-18.1003461703658,-15,7.664890673011541
-18.0517551712692,-15,6.600843457505107
-18.0031641721725,-15,5.879669342190027
-17.954573173075897,-15,5.875069316476583
-17.9059821739793,-15,8.18059766292572
-17.857391174882697,-15,8.161413967609407
-17.808800175786,-15,6.139506712555885
-17.760209176689393,-15,1.7063457667827608
-17.7116181775928,-15,2.2325393855571747
-17.6630271784961,-15,3.0460898876190186
-17.6144361793995,-15,2.3152618855237956
-17.5658451803029,-15,1.3529285341501238
-17.5172541812062,-15,2.274687312543392
-17.468663182109598,-15,2.901915587484837
-17.420072183013,-15,3.921046915464103
-17.371481183916302,-15,6.031683832406997
-17.3228901848197,-15,4.625668331980705
-17.2742991857231,-15,1.913308584596962
-17.225708186626402,-15,1.0032047778368
-17.1771171875298,-15,0.0
-17.1285261884332,-15,0.0
-17.0799351893365,-15,0.0
-17.031344190239903,-15,0.0
-16.9827531911433,-15,0.0
-16.9341621920466,-15,0.0
-16.88557119295,-15,0.0
-16.8369801938534,-15,0.0
-16.7883891947567,-15,0.0
-16.7397981956601,-15,0.0
-16.6912071965635,-15,0.0
-16.6426161974669,-15,0.0
-16.5940251983702,-15,0.0
-16.5454341992736,-15,0.0
-16.496843200177,-15,0.0
-16.4482522010803,-15,0.0
-16.3996612019837,-15,0.0
-16.351070202887097,-15,0.0
-16.3024792037904,-15,0.0
-16.2538882046938,-15,0.0
-16.2052972055972,-15,0.0
-16.1567062065005,-15,0.0
-16.108115207403902,-15,0.0
-16.059524208307298,-15,0.0
-16.0109332092106,-15,0.0
-15.962342210114,-15,0.0
-15.9137512110174,-15,0.0
-15.865160211920701,-15,0.0
-15.816569212824099,-15,0.0
-15.7679782137275,-15,0.0
-15.719387214630801,-15,0.0
-15.670796215534198,-15,0.0
-15.6222052164376,-15,0.0
