X1_demo3,X2_demo3,Y_demo3
3.7642,1000,-0.0021704
3.8108,1000,-0.0023423
3.8624,1000,-0.00085451
3.9132,1000,-0.001999
3.9666,1000,-0.00073992
4.017,1000,1.907e-05
4.0729,1000,-0.0010679
4.1171,1000,-0.0013654
4.172,1000,-0.0019834
4.2134,1000,-0.0014189
4.2705,1000,-0.0025213
4.3193,1000,-0.0010489
4.3647,1000,-0.0013808
4.4096,1000,-9.9181e-05
4.4605,1000,-0.00083541
4.5211,1000,-0.000885
4.5785,1000,-0.0011407
4.6786,1000,-0.0025439
4.8149,1000,-0.0015674
4.8644,1000,-0.0022233
4.9149,1000,-0.0015331
4.9652,1000,-0.00082399
5.0113,1000,-0.0021553
5.0642,1000,-0.0016518
5.1134,1000,-0.0019951
5.17,1000,-0.00099953
5.2175,1000,-0.0022432
5.2648,1000,-0.00010682
5.3164,1000,-0.0017282
5.3704,1000,0.00061411
5.4212,1000,0.0010146
5.4698,1000,0.00041958
5.5128,1000,-0.0010337
5.5684,1000,-0.00042338
5.612,1000,4.1957e-05
5.6692,1000,-0.00097263
5.7169,1000,-0.00010298
5.7637,1000,0.0024068
5.8214,1000,0.0045847
5.8686,1000,0.0030781
5.9193,1000,0.0037914
5.9665,1000,0.0037763
6.0161,1000,0.004257
6.0672,1000,0.010036
6.1119,1000,0.021632
6.1692,1000,0.028047
6.216,1000,0.031163
6.2653,1000,0.036675
6.3172,1000,0.043648
6.3636,1000,0.050438
6.4211,1000,0.056331
6.459,1000,0.062061
6.5148,1000,0.068099
6.5676,1000,0.068257
6.6145,1000,0.068976
6.6628,1000,0.067298
6.7122,1000,0.066318
6.7617,1000,0.066429
6.816,1000,0.066791
6.8644,1000,0.066028
6.9123,1000,0.065639
6.9631,1000,0.065609
7.016,1000,0.065807
7.0627,1000,0.065632
7.1129,1000,0.066063
7.165,1000,0.066121
7.2151,1000,0.066665
7.2666,1000,0.066386
7.314,1000,0.065406
7.3631,1000,0.0651
7.417,1000,0.065958
7.4658,1000,0.06751
7.5159,1000,0.06669
7.5642,1000,0.066214
7.6157,1000,0.066272
7.6642,1000,0.0667
7.7166,1000,0.067013
7.7658,1000,0.067726
7.8162,1000,0.065735
7.8662,1000,0.066887
7.9151,1000,0.067643
7.965,1000,0.065909
8.0191,1000,0.064991
8.0649,1000,0.066489
8.1184,1000,0.065231
8.1648,1000,0.066263
8.2163,1000,0.066822
8.2673,1000,0.066459
8.314,1000,0.065246
8.3632,1000,0.066402
8.4131,1000,0.065148
8.4653,1000,0.066464
8.5145,1000,0.066197
8.5648,1000,0.065911
8.6161,1000,0.065838
8.6623,1000,0.066265
8.7136,1000,0.066322
8.765,1000,0.066303
8.8146,1000,0.067172
8.863,1000,0.065509
8.914,1000,0.066356
8.965,1000,0.066074
9.0164,1000,0.065638
9.0649,1000,0.067087
9.1135,1000,0.065585
9.164,1000,0.06597
9.2127,1000,0.064604
9.2677,1000,0.06573
9.3121,1000,0.064848
9.3646,1000,0.065695
9.4152,1000,0.065604
9.4672,1000,0.066531
9.5129,1000,0.066618
9.5645,1000,0.066515
9.6161,1000,0.066609
9.667,1000,0.066632
9.7141,1000,0.066541
9.7631,1000,0.064737
9.8146,1000,0.065843
9.8657,1000,0.066263
9.9172,1000,0.065553
9.9643,1000,0.066015
4.2083,3000,-0.00010299
4.2649,3000,-0.00088491
4.3154,3000,0.00085821
4.3673,3000,0.0058587
4.4191,3000,0.0096773
4.4632,3000,0.012839
4.5173,3000,0.013637
4.5673,3000,0.013854
4.6129,3000,0.015366
4.666,3000,0.015934
4.7126,3000,0.015236
4.7696,3000,0.016883
4.8151,3000,0.019889
4.865,3000,0.021415
4.9144,3000,0.020931
4.9697,3000,0.024203
5.0143,3000,0.029136
5.0641,3000,0.038848
5.1165,3000,0.048438
5.1705,3000,0.048232
5.2175,3000,0.050404
5.2651,3000,0.051606
5.3149,3000,0.051049
5.3696,3000,0.050679
5.4135,3000,0.048823
5.4671,3000,0.048198
5.5161,3000,0.048106
5.5708,3000,0.049151
5.6146,3000,0.048611
5.6638,3000,0.051277
5.7193,3000,0.053723
5.7694,3000,0.056069
5.8236,3000,0.056182
5.8637,3000,0.058238
5.9151,3000,0.061747
5.9616,3000,0.061633
6.014,3000,0.064856
6.0583,3000,0.066012
6.1121,3000,0.064165
6.1733,3000,0.066641
6.2189,3000,0.06574
6.2674,3000,0.066742
6.3142,3000,0.066719
6.3719,3000,0.066429
6.419,3000,0.066856
6.4703,3000,0.067444
6.5129,3000,0.066005
6.5715,3000,0.066364
6.6101,3000,0.066061
6.6642,3000,0.065921
6.7151,3000,0.065501
6.768,3000,0.065871
6.8184,3000,0.065763
6.8632,3000,0.066817
6.9145,3000,0.06687
6.9644,3000,0.067046
1.9983,6000,0.013301
2.0679,6000,0.012938
2.1182,6000,0.013192
2.1673,6000,0.015652
2.2917,6000,0.017381
2.4084,6000,0.026742
2.4817,6000,0.031887
2.5582,6000,0.03526
2.6581,6000,0.034421
2.7401,6000,0.035916
2.8194,6000,0.03774
2.8615,6000,0.038197
2.9471,6000,0.036698
3.0499,6000,0.036938
3.1317,6000,0.037708
3.2203,6000,0.044037
3.2634,6000,0.046579
3.3093,6000,0.046623
3.3631,6000,0.048171
3.4237,6000,0.04652
3.4788,6000,0.045299
3.5257,6000,0.046677
3.5761,6000,0.046909
3.6199,6000,0.046543
3.6694,6000,0.046562
3.713,6000,0.045082
3.7631,6000,0.045445
3.8112,6000,0.045071
3.8612,6000,0.046608
3.9129,6000,0.046594
3.9706,6000,0.045107
4.0163,6000,0.046354
4.0679,6000,0.044886
4.121,6000,0.04603
4.1618,6000,0.047084
4.2239,6000,0.047614
4.2657,6000,0.046759
4.3183,6000,0.048163
4.3598,6000,0.047917
4.4134,6000,0.046197
4.4575,6000,0.048851
4.5161,6000,0.051743
4.575,6000,0.054166
4.6827,6000,0.056051
4.7688,6000,0.055632
4.8134,6000,0.055914
4.8692,6000,0.058104
4.9135,6000,0.058642
4.9684,6000,0.06174
5.0176,6000,0.060642
5.0676,6000,0.062263
5.1179,6000,0.062847
5.1658,6000,0.064749
5.2145,6000,0.064585
5.2653,6000,0.065859
5.3124,6000,0.066759
5.3662,6000,0.065628
5.4159,6000,0.064773
5.4658,6000,0.066246
5.5142,6000,0.065243
5.5676,6000,0.065679
5.6151,6000,0.066251
5.6635,6000,0.066224
5.7149,6000,0.065347
5.7676,6000,0.066313
5.8121,6000,0.066709
5.8664,6000,0.066999
5.9177,6000,0.067533
5.9663,6000,0.06713
6.0181,6000,0.066772
6.0654,6000,0.065692
6.1116,6000,0.066573
6.1623,6000,0.066395
6.2171,6000,0.066143
6.2672,6000,0.065521
6.3126,6000,0.065452
6.3632,6000,0.065102
6.4128,6000,0.065687
6.467,6000,0.066656
6.5126,6000,0.066976
6.5663,6000,0.066038
6.6155,6000,0.066252
6.6651,6000,0.06505
6.7162,6000,0.065752
6.7632,6000,0.066965
6.811,6000,0.066424
6.8647,6000,0.066878
6.9141,6000,0.065845
6.9636,6000,0.066776
1.9985,10000,0.045008
2.0691,10000,0.047972
2.115,10000,0.046927
2.1698,10000,0.046869
2.2956,10000,0.046937
2.3987,10000,0.047627
2.4839,10000,0.046235
2.5566,10000,0.048439
2.6421,10000,0.048428
2.7366,10000,0.051872
2.8181,10000,0.053543
2.8627,10000,0.051885
2.9423,10000,0.052585
3.0366,10000,0.053883
3.1276,10000,0.056671
3.2206,10000,0.058063
3.2648,10000,0.059246
3.3097,10000,0.059969
3.3543,10000,0.062527
3.4161,10000,0.062576
3.4728,10000,0.063308
3.5237,10000,0.065925
3.5716,10000,0.065002
3.6228,10000,0.064826
3.6693,10000,0.064468
3.715,10000,0.064125
3.7638,10000,0.064636
3.8102,10000,0.0659
3.8624,10000,0.065528
3.915,10000,0.06573
3.964,10000,0.065471
4.0143,10000,0.065249
4.07,10000,0.066589
4.1154,10000,0.064968
4.175,10000,0.06512
4.2242,10000,0.065544
4.2668,10000,0.06671
4.3146,10000,0.065549
4.36,10000,0.065449
4.4145,10000,0.066192
4.459,10000,0.067306
4.5152,10000,0.067283
4.5793,10000,0.066635
4.6658,10000,0.065381
4.7665,10000,0.065602
4.8145,10000,0.066705
4.8628,10000,0.065252
4.9151,10000,0.065935
4.966,10000,0.066339
5.0159,10000,0.066851
5.0696,10000,0.066328
5.1158,10000,0.067202
5.1594,10000,0.065714
5.2133,10000,0.065398
5.2674,10000,0.066625
5.3157,10000,0.066869
5.3629,10000,0.064588
5.4174,10000,0.066004
5.4618,10000,0.065413
5.5149,10000,0.067046
5.5685,10000,0.066782
5.6155,10000,0.067049
5.6659,10000,0.066278
5.7127,10000,0.065923
5.7637,10000,0.066289
5.8139,10000,0.067834
5.8654,10000,0.066011
5.9152,10000,0.066442
5.9641,10000,0.066095
6.0141,10000,0.06524
6.0699,10000,0.066204
6.1105,10000,0.065391
6.1673,10000,0.064953
6.2182,10000,0.067009
6.2633,10000,0.06607
6.3141,10000,0.067714
6.3663,10000,0.06573
6.4134,10000,0.066112
6.465,10000,0.067008
6.5122,10000,0.068267
6.5617,10000,0.066009
6.615,10000,0.065612
6.6665,10000,0.066979
6.7194,10000,0.066033
6.7663,10000,0.06566
6.8133,10000,0.066094
6.8636,10000,0.065633
6.9155,10000,0.067736
6.9678,10000,0.066435
1.998,14000,0.063341
2.069,14000,0.064436
2.1162,14000,0.06373
2.1694,14000,0.064997
2.2983,14000,0.063818
2.3931,14000,0.065617
2.4836,14000,0.065804
2.5556,14000,0.065522
2.643,14000,0.065819
2.7395,14000,0.066269
2.8167,14000,0.064683
2.8585,14000,0.065594
2.9438,14000,0.06392
3.0376,14000,0.066982
3.1319,14000,0.066986
3.2206,14000,0.06493
3.2627,14000,0.066192
3.3073,14000,0.067149
3.3571,14000,0.066283
3.426,14000,0.065552
3.4713,14000,0.065651
3.5255,14000,0.068023
3.5712,14000,0.06686
3.6247,14000,0.066566
3.6728,14000,0.065744
3.7154,14000,0.066859
3.762,14000,0.066005
3.811,14000,0.066886
3.8639,14000,0.068059
3.9129,14000,0.066373
3.966,14000,0.065355
4.0145,14000,0.066171
4.0641,14000,0.065394
4.1139,14000,0.065897
4.1786,14000,0.067046
4.2219,14000,0.067011
4.2662,14000,0.065756
4.3138,14000,0.066628
4.3626,14000,0.067688
4.4148,14000,0.066266
4.4599,14000,0.067116
4.5167,14000,0.067257
4.5845,14000,0.067745
4.6931,14000,0.067639
4.7208,14000,0.065992
4.7682,14000,0.066728
4.8144,14000,0.066175
4.8674,14000,0.066406
4.9136,14000,0.06559
4.9622,14000,0.065353
5.0161,14000,0.066856
5.0651,14000,0.06736
5.1148,14000,0.065468
5.1673,14000,0.065662
5.219,14000,0.065277
5.2686,14000,0.065922
5.3176,14000,0.067074
5.3649,14000,0.066262
5.4139,14000,0.065323
5.4647,14000,0.06488
5.5132,14000,0.065956
5.5656,14000,0.064651
5.6132,14000,0.066032
5.6683,14000,0.0663
5.7174,14000,0.067154
5.7622,14000,0.066887
5.8173,14000,0.065415
5.8647,14000,0.066314
5.9106,14000,0.06788
5.9659,14000,0.068368
6.0113,14000,0.065694
6.0675,14000,0.065761
6.1148,14000,0.065453
6.1652,14000,0.067638
6.2098,14000,0.066734
6.2595,14000,0.067245
6.3171,14000,0.066918
6.3643,14000,0.06667
6.4173,14000,0.066662
6.4676,14000,0.064809
6.5208,14000,0.065557
6.571,14000,0.065141
6.6177,14000,0.06643
6.6664,14000,0.065847
6.7159,14000,0.06695
6.7652,14000,0.065836
6.8148,14000,0.066027
6.8667,14000,0.06489
6.917,14000,0.06711
6.9654,14000,0.066953
