h,t,m
34000.0,43.19205,0.03688793
34000.0,43.67609,0.03616113
34000.0,44.19762,0.03538205
34000.0,44.69205,0.03470313
34000.0,45.21293,0.03402289
34000.0,45.70197,0.0333758
34000.0,46.18081,0.0327635
34000.0,46.69259,0.03214426
34000.0,47.19313,0.03155492
34000.0,47.69253,0.03099809
34000.0,48.19499,0.0304269
34000.0,48.67735,0.02990526
34000.0,49.20205,0.02935072
34000.0,49.68818,0.02883629
34000.0,50.18172,0.02833144
34000.0,50.82145,0.02771304
34000.0,51.21854,0.02734455
34000.0,51.69887,0.02694763
34000.0,52.18598,0.02646594
34000.0,52.6722,0.026048
34000.0,53.1797,0.02562964
34000.0,53.69271,0.02521582
34000.0,54.19249,0.02480807
34000.0,54.69733,0.02443609
34000.0,55.1825,0.02407385
34000.0,55.69839,0.02367904
34000.0,56.20287,0.02332591
34000.0,56.69067,0.02299451
34000.0,57.18831,0.0226635
34000.0,57.70658,0.02233
34000.0,58.19302,0.02201513
34000.0,58.70847,0.02170451
34000.0,59.19059,0.02140058
34000.0,59.70579,0.02109689
34000.0,59.99203,0.02092503
32000.0,9.999251,0.07187927
32000.0,10.67912,0.07187351
32000.0,11.18955,0.07186666
32000.0,11.69951,0.07185346
32000.0,12.18359,0.07184516
32000.0,12.71782,0.07183544
32000.0,13.19644,0.07181431
32000.0,13.68875,0.07180855
32000.0,14.1916,0.07178554
32000.0,14.69996,0.07177524
32000.0,15.20183,0.07175436
32000.0,15.70404,0.07173576
32000.0,16.2098,0.07165612
32000.0,16.68187,0.07167241
32000.0,17.21086,0.07163198
32000.0,17.6995,0.07159991
32000.0,18.18007,0.07154748
32000.0,18.70303,0.07150312
32000.0,19.18069,0.07145809
32000.0,19.72614,0.07139395
32000.0,20.2057,0.0713274
32000.0,20.71062,0.07125722
32000.0,21.19992,0.07118741
32000.0,21.70739,0.07110227
32000.0,22.18663,0.07102062
32000.0,22.6953,0.0709245
32000.0,23.18784,0.07082313
32000.0,23.70794,0.07071033
32000.0,24.19601,0.07059627
32000.0,24.71088,0.07046449
32000.0,25.188,0.07035484
32000.0,25.70839,0.07021656
32000.0,26.18431,0.07007157
32000.0,26.68193,0.06993455
32000.0,27.20535,0.06977093
32000.0,27.70889,0.06961297
32000.0,28.18087,0.06944352
32000.0,28.68629,0.06927066
32000.0,29.1903,0.06908442
32000.0,29.68642,0.06889507
32000.0,30.17531,0.06894329
32000.0,30.78632,0.06846543
32000.0,31.20834,0.06827617
32000.0,31.70341,0.06806185
32000.0,32.2114,0.06782047
32000.0,32.69732,0.06759886
32000.0,33.21265,0.06733079
32000.0,33.71582,0.06707704
32000.0,34.1875,0.06683275
32000.0,34.70753,0.06652348
32000.0,35.19246,0.06624278
32000.0,35.70893,0.06591732
32000.0,36.19695,0.06559175
32000.0,36.73277,0.06521453
32000.0,37.20287,0.06481374
32000.0,37.68766,0.06396052
32000.0,38.18984,0.06227632
32000.0,38.69092,0.05448471
32000.0,39.19721,0.04625152
32000.0,39.69551,0.04191515
32000.0,40.21696,0.04048404
32000.0,40.6964,0.03948329
32000.0,41.18657,0.03860274
32000.0,41.69511,0.03769188
32000.0,42.20861,0.03684023
32000.0,42.68995,0.0360518
32000.0,43.20271,0.03528484
32000.0,43.68611,0.03456088
32000.0,44.2019,0.03383263
32000.0,44.70098,0.03316197
32000.0,45.20454,0.03249852
32000.0,45.68423,0.0318857
32000.0,46.20916,0.03127817
32000.0,46.68373,0.03066455
32000.0,47.1899,0.030089
32000.0,47.68162,0.02954857
32000.0,48.19756,0.02899587
32000.0,48.67999,0.02848476
32000.0,49.19941,0.02794746
32000.0,49.69983,0.02743775
32000.0,50.18262,0.02696071
32000.0,50.8101,0.02635589
32000.0,51.19128,0.02600731
32000.0,51.69589,0.02556935
32000.0,52.1958,0.02515165
32000.0,52.69808,0.02473905
32000.0,53.19386,0.02433089
32000.0,53.67521,0.02395942
32000.0,54.20602,0.02355618
32000.0,54.67286,0.02319958
32000.0,55.2094,0.02282689
32000.0,55.69624,0.02247602
32000.0,56.18514,0.02214816
32000.0,56.6964,0.02181738
32000.0,57.21011,0.02147719
32000.0,57.68917,0.02118321
32000.0,58.18835,0.020874
32000.0,58.69162,0.02057
32000.0,59.19549,0.02028009
32000.0,59.72045,0.01999285
32000.0,59.99203,0.01982056
30000.0,10.00327,0.07182859
30000.0,10.67854,0.07181898
30000.0,11.17859,0.07181317
30000.0,11.67327,0.07179826
30000.0,12.1746,0.07179545
30000.0,12.70619,0.07178208
30000.0,13.21515,0.0717692
30000.0,13.71093,0.07175481
30000.0,14.18997,0.07174131
30000.0,14.68707,0.07171461
30000.0,15.20839,0.07167768
30000.0,15.68779,0.07167096
30000.0,16.20631,0.07164317
30000.0,16.68793,0.07161494
30000.0,17.18599,0.07157751
30000.0,17.70116,0.07153427
30000.0,18.20242,0.07149699
30000.0,18.70208,0.07144378
30000.0,19.20168,0.07139224
30000.0,19.66778,0.07132919
30000.0,20.19593,0.0710882
30000.0,20.70171,0.07119521
30000.0,21.19996,0.07111548
30000.0,21.68614,0.07103797
30000.0,22.19529,0.07092598
30000.0,22.69427,0.07083923
30000.0,23.21566,0.07072669
30000.0,23.68069,0.07063656
30000.0,24.20947,0.07051492
30000.0,24.69516,0.07040273
30000.0,25.20985,0.07023839
30000.0,25.6893,0.07012609
30000.0,26.20192,0.06996423
30000.0,26.69563,0.06982194
30000.0,27.20607,0.06965897
30000.0,27.70084,0.06948495
30000.0,28.19182,0.06930578
30000.0,28.69757,0.06913664
30000.0,29.20273,0.06894909
30000.0,29.70291,0.06886806
30000.0,30.20221,0.06854667
30000.0,30.84399,0.06827924
30000.0,31.25776,0.06810214
30000.0,31.68537,0.06795167
30000.0,32.19636,0.06765635
30000.0,32.68999,0.06740716
30000.0,33.17075,0.06717285
30000.0,33.69262,0.0668899
30000.0,34.19791,0.06660567
30000.0,34.6889,0.06632604
30000.0,35.19781,0.06600848
30000.0,35.71338,0.065684
30000.0,36.19891,0.0653365
30000.0,36.71149,0.06494565
30000.0,37.19807,0.06440995
30000.0,37.68493,0.0629843
30000.0,38.19324,0.05857852
30000.0,38.6776,0.04780324
30000.0,39.19244,0.04178953
30000.0,39.69258,0.03980903
30000.0,40.20511,0.03869286
30000.0,40.69693,0.03777353
30000.0,41.18724,0.03686602
30000.0,41.68972,0.03598566
30000.0,42.20449,0.03515183
30000.0,42.6822,0.03441755
30000.0,43.1928,0.03365906
30000.0,43.69556,0.03293755
30000.0,44.20488,0.03222042
30000.0,44.69723,0.03157572
30000.0,45.2001,0.03093051
30000.0,45.6897,0.03031298
30000.0,46.20375,0.02970759
30000.0,46.69501,0.02915123
30000.0,47.19894,0.02857806
30000.0,47.7049,0.02804803
30000.0,48.19758,0.02750646
30000.0,48.69385,0.02700663
30000.0,49.20378,0.02648816
30000.0,49.67557,0.02607129
30000.0,50.19641,0.025544
30000.0,50.83817,0.02495571
30000.0,51.21847,0.02462986
30000.0,51.67674,0.02421408
30000.0,52.19279,0.02380514
30000.0,52.69115,0.02341009
30000.0,53.209,0.02300493
30000.0,53.68957,0.02264597
30000.0,54.17472,0.02229739
30000.0,54.69833,0.02191762
30000.0,55.20306,0.02156648
30000.0,55.70174,0.02123972
30000.0,56.20957,0.02090867
30000.0,56.68731,0.02059831
30000.0,57.21363,0.02027849
30000.0,57.69271,0.01999327
30000.0,58.19428,0.01969783
30000.0,58.69165,0.01941839
30000.0,59.19551,0.01919457
30000.0,59.69708,0.01886665
30000.0,59.99203,0.01869821
28000.0,9.993271,0.071789
28000.0,10.69775,0.07177527
28000.0,11.17257,0.0717643
28000.0,11.68489,0.07174478
28000.0,12.15584,0.0717368
28000.0,12.70498,0.07171922
28000.0,13.22181,0.07162622
28000.0,13.68081,0.07169968
28000.0,14.1827,0.07168324
28000.0,14.68536,0.07166673
28000.0,15.18228,0.07164551
28000.0,15.7058,0.07161826
28000.0,16.18663,0.07159279
28000.0,16.71177,0.07155269
28000.0,17.1952,0.07151828
28000.0,17.68558,0.07147174
28000.0,18.20079,0.07143104
28000.0,18.71663,0.07137612
28000.0,19.17397,0.07132447
28000.0,19.69574,0.07125098
28000.0,20.19833,0.07118906
28000.0,20.699,0.0711151
28000.0,21.1903,0.07103541
28000.0,21.69632,0.07094689
28000.0,22.19481,0.07085217
28000.0,22.69089,0.07075123
28000.0,23.18299,0.07065267
28000.0,23.69732,0.07053555
28000.0,24.19535,0.07040551
28000.0,24.67387,0.07028238
28000.0,25.18802,0.07014368
28000.0,25.71695,0.06999838
28000.0,26.19683,0.06985553
28000.0,26.67415,0.06970886
28000.0,27.19981,0.06953131
28000.0,27.69519,0.06936062
28000.0,28.20512,0.06917258
28000.0,28.69059,0.06900004
28000.0,29.20362,0.06880157
28000.0,29.68367,0.06860336
28000.0,30.18396,0.06839298
28000.0,30.82597,0.06812669
28000.0,31.21606,0.0679403
28000.0,31.71671,0.06771213
28000.0,32.17902,0.06749433
28000.0,32.70134,0.06722517
28000.0,33.19312,0.06695541
28000.0,33.68798,0.06668906
28000.0,34.19464,0.06639154
28000.0,34.70572,0.06610255
28000.0,35.19836,0.06578569
28000.0,35.69418,0.06544043
28000.0,36.19428,0.06506708
28000.0,36.72064,0.06458815
28000.0,37.19479,0.0636674
28000.0,37.68652,0.06135288
28000.0,38.1859,0.05031069
28000.0,38.6823,0.0419697
28000.0,39.19781,0.03898305
28000.0,39.68958,0.03784833
28000.0,40.20515,0.0368253
28000.0,40.68562,0.0359501
28000.0,41.19366,0.0350532
28000.0,41.70029,0.03421627
28000.0,42.2032,0.03334069
28000.0,42.69471,0.03268082
28000.0,43.19286,0.03193808
28000.0,43.70045,0.03125376
28000.0,44.19675,0.03056871
28000.0,44.68231,0.02994089
28000.0,45.20682,0.02929794
28000.0,45.69591,0.02870811
28000.0,46.20444,0.02813178
28000.0,46.68295,0.02759052
28000.0,47.1973,0.02701926
28000.0,47.69585,0.0265184
28000.0,48.21364,0.02599065
28000.0,48.71552,0.02549277
28000.0,49.19145,0.02502279
28000.0,49.69887,0.02455382
28000.0,50.20827,0.02408033
28000.0,50.83902,0.0235344
28000.0,51.21674,0.02320007
28000.0,51.72096,0.02279929
28000.0,52.19079,0.02241977
28000.0,52.68614,0.02219451
28000.0,53.20195,0.02166869
28000.0,53.68856,0.02131027
28000.0,54.1925,0.02097311
28000.0,54.67179,0.02064266
28000.0,55.18791,0.02029378
28000.0,55.70824,0.01997103
28000.0,56.18063,0.01966951
28000.0,56.67939,0.01936648
28000.0,57.1929,0.01906357
28000.0,57.69617,0.01877374
28000.0,58.20971,0.01848896
28000.0,58.68564,0.01823175
28000.0,59.1967,0.01796941
28000.0,59.69469,0.01771359
28000.0,59.99702,0.0175505
26000.0,10.00081,0.07170206
26000.0,10.68197,0.07168804
26000.0,11.15687,0.07167739
26000.0,11.69977,0.07166113
26000.0,12.1741,0.07165288
26000.0,12.69067,0.07163743
26000.0,13.20168,0.07163456
26000.0,13.67148,0.07161792
26000.0,14.18485,0.07159892
26000.0,14.70279,0.07157955
26000.0,15.20942,0.07155753
26000.0,15.69774,0.07152483
26000.0,16.19687,0.07149585
26000.0,16.69612,0.07147007
26000.0,17.19402,0.0714274
26000.0,17.70263,0.07138853
26000.0,18.19357,0.07133823
26000.0,18.68678,0.07123548
26000.0,19.17879,0.0712302
26000.0,19.69762,0.07116588
26000.0,20.20802,0.07109803
26000.0,20.70152,0.07101639
26000.0,21.19236,0.07084144
26000.0,21.6862,0.07083678
26000.0,22.20839,0.07074048
26000.0,22.69427,0.07064354
26000.0,23.17938,0.07054765
26000.0,23.70845,0.07033032
26000.0,24.21386,0.07028314
26000.0,24.69239,0.07015781
26000.0,25.20732,0.0700131
26000.0,25.67865,0.06988376
26000.0,26.20473,0.0697184
26000.0,26.67507,0.0695582
26000.0,27.21151,0.06937477
26000.0,27.69358,0.06920413
26000.0,28.21023,0.06910235
26000.0,28.68273,0.06884242
26000.0,29.21339,0.0686283
26000.0,29.69013,0.0684421
26000.0,30.19687,0.06821983
26000.0,30.82248,0.06793931
26000.0,31.23898,0.06774648
26000.0,31.69118,0.06751713
26000.0,32.18782,0.06727755
26000.0,32.70521,0.06700932
26000.0,33.21392,0.06673617
26000.0,33.70687,0.06644835
26000.0,34.21796,0.06614799
26000.0,34.71866,0.06583299
26000.0,35.19149,0.06551441
26000.0,35.71388,0.06514238
26000.0,36.20196,0.06474347
26000.0,36.6994,0.06418183
26000.0,37.19592,0.06237849
26000.0,37.6916,0.05437418
26000.0,38.21365,0.04234027
26000.0,38.69734,0.03810607
26000.0,39.1859,0.03689308
26000.0,39.71249,0.0358393
26000.0,40.19769,0.03490113
26000.0,40.70078,0.0339998
26000.0,41.1995,0.03318407
26000.0,41.68717,0.03240087
26000.0,42.20655,0.0315803
26000.0,42.69884,0.03088205
26000.0,43.17807,0.03019139
26000.0,43.69699,0.02950047
26000.0,44.20779,0.02884016
26000.0,44.70687,0.02820955
26000.0,45.18549,0.02763084
26000.0,45.68576,0.02704392
26000.0,46.2005,0.02648068
26000.0,46.70377,0.02593927
26000.0,47.20139,0.02542912
26000.0,47.68077,0.02492278
26000.0,48.17796,0.02443844
26000.0,48.71202,0.02383442
26000.0,49.1897,0.02349035
26000.0,49.69719,0.02303044
26000.0,50.1881,0.02262263
26000.0,50.82789,0.02208225
26000.0,51.21678,0.02175178
26000.0,51.69116,0.0214004
26000.0,52.18204,0.02102836
26000.0,52.69317,0.02065639
26000.0,53.20499,0.02028699
26000.0,53.69886,0.01995002
26000.0,54.18311,0.01963031
26000.0,54.6707,0.01931609
26000.0,55.1847,0.01899344
26000.0,55.69618,0.01867755
26000.0,56.19178,0.0183917
26000.0,56.68053,0.01811409
26000.0,57.19759,0.01782345
26000.0,57.6962,0.01755681
26000.0,58.16938,0.01721769
26000.0,58.70614,0.01703681
26000.0,59.21011,0.01678241
26000.0,59.69337,0.01654468
26000.0,59.98953,0.0163982
24000.0,9.999871,0.07163573
24000.0,10.69403,0.07161903
24000.0,11.14597,0.07160549
24000.0,11.69745,0.07159111
24000.0,12.16177,0.0715907
24000.0,12.70259,0.07157759
24000.0,13.20327,0.07156377
24000.0,13.69945,0.07154202
24000.0,14.19151,0.07153079
24000.0,14.68228,0.07151042
24000.0,15.1876,0.07148235
24000.0,15.69344,0.07145332
24000.0,16.17805,0.07134295
24000.0,16.70021,0.07139257
24000.0,17.18534,0.07135732
24000.0,17.68798,0.07131186
24000.0,18.18961,0.07125971
24000.0,18.69014,0.07120425
24000.0,19.19681,0.07114011
24000.0,19.69697,0.07107774
24000.0,20.19714,0.07100666
24000.0,20.70239,0.07092799
24000.0,21.20662,0.07083025
24000.0,21.7,0.0707489
24000.0,22.18868,0.07064375
24000.0,22.69539,0.07053905
24000.0,23.19629,0.07042308
24000.0,23.7022,0.07030292
24000.0,24.20234,0.07017498
24000.0,24.68916,0.07004306
24000.0,25.1839,0.06990476
24000.0,25.69649,0.06975
24000.0,26.19083,0.06959113
24000.0,26.68266,0.06942952
24000.0,27.19974,0.06924707
24000.0,27.71061,0.0690673
24000.0,28.19003,0.06888148
24000.0,28.70181,0.06867967
24000.0,29.20824,0.0684773
24000.0,29.70191,0.06826643
24000.0,30.19456,0.06804815
24000.0,30.79258,0.0677776
24000.0,31.19876,0.06757788
24000.0,31.69765,0.0673277
24000.0,32.2022,0.06715869
24000.0,32.70953,0.06679168
24000.0,33.18681,0.0665227
24000.0,33.68481,0.0662194
24000.0,34.20248,0.06589551
24000.0,34.69559,0.06557143
24000.0,35.20465,0.06522416
24000.0,35.70027,0.06483483
24000.0,36.20676,0.06437518
24000.0,36.69728,0.0632702
24000.0,37.19867,0.05902489
24000.0,37.71105,0.04374367
24000.0,38.2074,0.037264
24000.0,38.70032,0.03583225
24000.0,39.19603,0.03478538
24000.0,39.70287,0.03381111
24000.0,40.19334,0.03294859
24000.0,40.69003,0.03207295
24000.0,41.19893,0.03125159
24000.0,41.69561,0.03049604
24000.0,42.18426,0.02976676
24000.0,42.70371,0.02903258
24000.0,43.19485,0.02836771
24000.0,43.69411,0.02771106
24000.0,44.18885,0.02709217
24000.0,44.71358,0.02645098
24000.0,45.19472,0.02590041
24000.0,45.70511,0.02534071
24000.0,46.21635,0.02478856
24000.0,46.6983,0.02426826
24000.0,47.17677,0.02379353
24000.0,47.68912,0.02330976
24000.0,48.20273,0.02283033
24000.0,48.6635,0.02240345
24000.0,49.1959,0.02192667
24000.0,49.68818,0.02150103
24000.0,50.18908,0.02109303
24000.0,50.83347,0.02059484
24000.0,51.22159,0.02026725
24000.0,51.68539,0.01994562
24000.0,52.18201,0.01957972
24000.0,52.69012,0.0192332
24000.0,53.19588,0.01895661
24000.0,53.68963,0.01857305
24000.0,54.21018,0.01825062
24000.0,54.68352,0.01797632
24000.0,55.18577,0.01766914
24000.0,55.70718,0.01737032
24000.0,56.1896,0.01709308
24000.0,56.68612,0.01683549
24000.0,57.19287,0.01655896
24000.0,57.702,0.01632449
24000.0,58.18834,0.0160626
24000.0,58.69171,0.01582423
24000.0,59.20281,0.01558548
24000.0,59.68725,0.01536241
24000.0,59.99327,0.01522222
22000.0,9.999094,0.07162201
22000.0,10.67583,0.07153174
22000.0,11.17831,0.07152677
22000.0,11.67948,0.07151181
22000.0,12.19267,0.07150618
22000.0,12.70942,0.07148249
22000.0,13.2187,0.07147513
22000.0,13.70702,0.07145923
22000.0,14.1887,0.0714391
22000.0,14.69683,0.07141871
22000.0,15.19347,0.07139641
22000.0,15.70718,0.07136413
22000.0,16.19973,0.0713332
22000.0,16.72638,0.07129546
22000.0,17.17563,0.07125391
22000.0,17.68884,0.07121199
22000.0,18.19395,0.07116237
22000.0,18.70795,0.07095912
22000.0,19.17859,0.07104161
22000.0,19.68644,0.07097163
22000.0,20.20592,0.07090096
22000.0,20.69035,0.0708089
22000.0,21.17866,0.0707262
22000.0,21.69521,0.0706284
22000.0,22.1964,0.07052602
22000.0,22.69711,0.07040373
22000.0,23.20586,0.0703025
22000.0,23.6999,0.07016902
22000.0,24.20118,0.07003413
22000.0,24.70826,0.0698996
22000.0,25.18802,0.06975676
22000.0,25.70486,0.06960099
22000.0,26.20416,0.06944098
22000.0,26.68801,0.06926184
22000.0,27.18637,0.0690831
22000.0,27.70395,0.06889864
22000.0,28.20179,0.06870459
22000.0,28.68971,0.06850125
22000.0,29.1769,0.06830321
22000.0,29.69011,0.06807961
22000.0,30.18359,0.06784915
22000.0,30.79642,0.06758065
22000.0,31.20704,0.06736156
22000.0,31.68045,0.06711916
22000.0,32.17981,0.06685461
22000.0,32.68534,0.06656194
22000.0,33.20425,0.06627481
22000.0,33.72096,0.06596185
22000.0,34.19456,0.06564717
22000.0,34.68985,0.06531608
22000.0,35.2042,0.0649285
22000.0,35.69617,0.06450979
22000.0,36.18193,0.06387143
22000.0,36.69355,0.06120632
22000.0,37.19643,0.04705541
22000.0,37.70712,0.03638539
22000.0,38.18297,0.0347647
22000.0,38.69215,0.03366117
22000.0,39.19666,0.03265189
22000.0,39.69322,0.03171243
22000.0,40.16728,0.03091624
22000.0,40.68754,0.03005794
22000.0,41.19891,0.0292467
22000.0,41.68309,0.02852106
22000.0,42.18089,0.02780798
22000.0,42.71114,0.02709704
22000.0,43.18716,0.0264711
22000.0,43.69194,0.02583991
22000.0,44.21291,0.02520136
22000.0,44.68303,0.02466526
22000.0,45.18938,0.02410754
22000.0,45.71209,0.02354581
22000.0,46.17683,0.02305658
22000.0,46.6934,0.02256143
22000.0,47.20229,0.02206001
22000.0,47.69158,0.02163104
22000.0,48.20771,0.02117225
22000.0,48.69128,0.02074633
22000.0,49.21709,0.02031471
22000.0,49.70518,0.01992428
22000.0,50.18534,0.01953744
22000.0,50.82424,0.01907269
22000.0,51.21665,0.01877047
22000.0,51.69784,0.01844179
22000.0,52.21236,0.01808719
22000.0,52.68115,0.01778633
22000.0,53.18975,0.0174687
22000.0,53.6824,0.01717505
22000.0,54.18835,0.01686683
22000.0,54.69725,0.01657777
22000.0,55.21481,0.01629941
22000.0,55.68859,0.01604345
22000.0,56.17957,0.0157902
22000.0,56.70097,0.01552619
22000.0,57.19413,0.01528121
22000.0,57.71481,0.01504151
22000.0,58.58505,0.01463356
22000.0,58.96857,0.0144661
22000.0,59.33212,0.01430746
22000.0,59.7207,0.01414332
22000.0,59.99452,0.01403542
20000.0,10.04447,0.07145809
20000.0,10.66072,0.07143996
20000.0,11.19732,0.07143421
20000.0,11.66465,0.07142732
20000.0,12.17294,0.07141851
20000.0,12.72478,0.07139862
20000.0,13.19667,0.07139138
20000.0,13.68501,0.07137571
20000.0,14.19915,0.0713644
20000.0,14.70011,0.07134011
20000.0,15.19296,0.07130679
20000.0,15.69317,0.07127891
20000.0,16.17153,0.07124875
20000.0,16.69294,0.07121339
20000.0,17.1996,0.07116706
20000.0,17.69531,0.07112113
20000.0,18.20463,0.07106035
20000.0,18.68903,0.07100479
20000.0,19.21651,0.07093638
20000.0,19.70353,0.07086726
20000.0,20.1832,0.07079377
20000.0,20.71291,0.07069949
20000.0,21.18996,0.07049421
20000.0,21.69884,0.07050996
20000.0,22.17613,0.07069302
20000.0,22.69017,0.07029975
20000.0,23.20163,0.07017009
20000.0,23.68262,0.07005707
20000.0,24.22105,0.06990477
20000.0,24.6923,0.06976748
20000.0,25.19565,0.06961598
20000.0,25.70435,0.06944501
20000.0,26.18356,0.069282
20000.0,26.70329,0.06910174
20000.0,27.20371,0.06891512
20000.0,27.6935,0.06872829
20000.0,28.1867,0.06852277
20000.0,28.68969,0.06831568
20000.0,29.19478,0.06809408
20000.0,29.68822,0.06787898
20000.0,30.21087,0.06763908
20000.0,30.84644,0.06732742
20000.0,31.25278,0.06712931
20000.0,31.71175,0.06687643
20000.0,32.20473,0.06659775
20000.0,32.68738,0.06631675
20000.0,33.19888,0.06601103
20000.0,33.6894,0.06569838
20000.0,34.19092,0.06536556
20000.0,34.68167,0.06500072
20000.0,35.17566,0.0646285
20000.0,35.7024,0.06406393
20000.0,36.1975,0.06237867
20000.0,36.6782,0.05460517
20000.0,37.2078,0.03616684
20000.0,37.67547,0.03353244
20000.0,38.1938,0.03236708
20000.0,38.68987,0.03135296
20000.0,39.18415,0.03045664
20000.0,40.09227,0.0288646
20000.0,40.48914,0.02823127
20000.0,40.88453,0.02762821
20000.0,41.26469,0.02705152
20000.0,41.6832,0.02646461
20000.0,42.19509,0.02577755
20000.0,42.69954,0.02512038
20000.0,43.19213,0.02450042
20000.0,43.69623,0.02391391
20000.0,44.19818,0.02331112
20000.0,44.69498,0.0228728
20000.0,45.19776,0.02224724
20000.0,45.68966,0.02174464
20000.0,46.18395,0.02125422
20000.0,46.70463,0.0207737
20000.0,47.18584,0.0203387
20000.0,47.68073,0.01991016
20000.0,48.17539,0.01948614
20000.0,48.68261,0.01909631
20000.0,49.19858,0.01868069
20000.0,49.68993,0.01830002
20000.0,50.18081,0.01794511
20000.0,50.83815,0.01749276
20000.0,51.22998,0.01721044
20000.0,51.69497,0.01691639
20000.0,52.1938,0.01661183
20000.0,52.69317,0.0161681
20000.0,53.20295,0.01600555
20000.0,53.70497,0.01572265
20000.0,54.20295,0.01544941
20000.0,54.69201,0.01518075
20000.0,55.58066,0.01471205
20000.0,55.96296,0.01454307
20000.0,56.36102,0.01435558
20000.0,56.75394,0.01417182
20000.0,57.19517,0.0139808
20000.0,57.68686,0.01377347
20000.0,58.19192,0.01355711
20000.0,58.69527,0.01334397
20000.0,59.17963,0.01315276
20000.0,59.68228,0.01295201
20000.0,59.99826,0.01282936
18000.0,9.992172,0.07134604
18000.0,10.68233,0.07133708
18000.0,11.17611,0.07133016
18000.0,11.66864,0.07131246
18000.0,12.18281,0.07131211
18000.0,12.70836,0.07128481
18000.0,13.19217,0.07127541
18000.0,13.72344,0.07125506
18000.0,14.20036,0.07124268
18000.0,14.72882,0.07121956
18000.0,15.20819,0.07119103
18000.0,15.69535,0.07115442
18000.0,16.18567,0.07112475
18000.0,16.6818,0.07108744
18000.0,17.16805,0.07104798
18000.0,17.68332,0.07099278
18000.0,18.19126,0.07093699
18000.0,18.70703,0.07088081
18000.0,19.20145,0.07080977
18000.0,19.69358,0.07073771
18000.0,20.19473,0.07065134
18000.0,20.68501,0.07073499
18000.0,21.2051,0.07046952
18000.0,21.69844,0.07037214
18000.0,22.1953,0.07027084
18000.0,22.6937,0.07014291
18000.0,23.20269,0.07000925
18000.0,23.71614,0.06988862
18000.0,24.20862,0.06973842
18000.0,24.69564,0.06959023
18000.0,25.19414,0.0694335
18000.0,25.7128,0.06927169
18000.0,26.20185,0.06910071
18000.0,26.70098,0.06890991
18000.0,27.1825,0.06873031
18000.0,27.68546,0.06853306
18000.0,28.2067,0.06832824
18000.0,28.69065,0.06811346
18000.0,29.20548,0.06787911
18000.0,29.6974,0.06765731
18000.0,30.21014,0.06752336
18000.0,30.86778,0.0670769
18000.0,31.25401,0.06678514
18000.0,31.69814,0.06662626
18000.0,32.21254,0.06633928
18000.0,32.69437,0.06604921
18000.0,33.22426,0.0657144
18000.0,33.67617,0.06541736
18000.0,34.21282,0.06503339
18000.0,34.68832,0.06465308
18000.0,35.2051,0.06418933
18000.0,35.68318,0.06329733
18000.0,36.19328,0.05780545
18000.0,36.6888,0.03728857
18000.0,37.19371,0.0321237
18000.0,37.68597,0.03094468
18000.0,38.18702,0.02992378
18000.0,39.07745,0.02827642
18000.0,39.4798,0.02758196
18000.0,39.8959,0.02691347
18000.0,40.29674,0.02627331
18000.0,40.71733,0.02566922
18000.0,41.18787,0.02500434
18000.0,41.72214,0.0242884
18000.0,42.20058,0.02364425
18000.0,42.70227,0.0230449
18000.0,43.19839,0.02244824
18000.0,43.69262,0.02188423
18000.0,44.19759,0.02132192
18000.0,44.70317,0.02081443
18000.0,45.20454,0.02031165
18000.0,45.70049,0.01984369
18000.0,46.1966,0.01938937
18000.0,46.70062,0.01895194
18000.0,47.20799,0.01853174
18000.0,47.68324,0.01814236
18000.0,48.18901,0.01775426
18000.0,48.70514,0.01736496
18000.0,49.18353,0.01701359
18000.0,49.69085,0.0166483
18000.0,50.18721,0.01630872
18000.0,50.83347,0.01590534
18000.0,51.20536,0.01564545
18000.0,51.68822,0.01536229
18000.0,52.1938,0.0150766
18000.0,53.08926,0.01457056
18000.0,53.47625,0.01437452
18000.0,53.85081,0.01417698
18000.0,54.22792,0.01398812
18000.0,54.71752,0.01375821
18000.0,55.19759,0.01353623
18000.0,55.6973,0.01331035
18000.0,56.20962,0.01308581
18000.0,56.67826,0.01288032
18000.0,57.20095,0.01266473
18000.0,57.69154,0.01246899
18000.0,58.19308,0.0122712
18000.0,58.6917,0.01214896
18000.0,59.19907,0.01190102
18000.0,59.68721,0.0117245
18000.0,60.02571,0.01161297
16000.0,10.04259,0.07120586
16000.0,10.67876,0.07119151
16000.0,11.18132,0.07119064
16000.0,11.6574,0.07117563
16000.0,12.1638,0.07117365
16000.0,12.70314,0.07115383
16000.0,13.19356,0.07113939
16000.0,13.69347,0.07111803
16000.0,14.19475,0.07110464
16000.0,14.68918,0.07107618
16000.0,15.2135,0.07104655
16000.0,15.70758,0.0710173
16000.0,16.20635,0.0709757
16000.0,16.69921,0.0709458
16000.0,17.17498,0.07090007
16000.0,17.68995,0.07085012
16000.0,18.1759,0.07079312
16000.0,18.70634,0.07073077
16000.0,19.18623,0.0706577
16000.0,19.70744,0.07058071
16000.0,20.16777,0.0705006
16000.0,20.69503,0.07040558
16000.0,21.17516,0.07031022
16000.0,21.70684,0.07108854
16000.0,22.21276,0.07008249
16000.0,22.70267,0.06996478
16000.0,23.20307,0.06984165
16000.0,23.71655,0.06969669
16000.0,24.21764,0.06954618
16000.0,24.68982,0.06940482
16000.0,25.19844,0.06924786
16000.0,25.71274,0.06906668
