h,t,m
16000.0,26.18356,0.06889959
16000.0,26.69181,0.06871815
16000.0,27.18724,0.06852121
16000.0,27.67728,0.06832895
16000.0,28.18991,0.06810191
16000.0,28.6846,0.06788985
16000.0,29.21164,0.06765148
16000.0,29.69111,0.0674149
16000.0,30.19494,0.06715547
16000.0,30.85246,0.06682996
16000.0,31.23252,0.06688948
16000.0,31.70836,0.06634244
16000.0,32.20351,0.06605058
16000.0,32.71039,0.06573639
16000.0,33.21628,0.06540777
16000.0,33.68442,0.06508972
16000.0,34.20257,0.06468186
16000.0,34.68499,0.0642816
16000.0,35.19444,0.06359556
16000.0,35.68874,0.06046337
16000.0,36.19944,0.04034157
16000.0,36.69358,0.03061901
16000.0,37.55,0.02865915
16000.0,37.9304,0.02787641
16000.0,38.34531,0.0271219
16000.0,38.74778,0.02640961
16000.0,39.17992,0.0257014
16000.0,39.71618,0.02484192
16000.0,40.19833,0.02413033
16000.0,40.6996,0.02342416
16000.0,41.21369,0.02268682
16000.0,41.7097,0.0220783
16000.0,42.20789,0.02146205
16000.0,42.69531,0.02089475
16000.0,43.18991,0.02033635
16000.0,43.68478,0.01982835
16000.0,44.19762,0.01928926
16000.0,44.6838,0.0188226
16000.0,45.19701,0.0183462
16000.0,45.69425,0.01789766
16000.0,46.20282,0.01748085
16000.0,46.68051,0.01708499
16000.0,47.19572,0.01668697
16000.0,47.70007,0.01630883
16000.0,48.19078,0.01596031
16000.0,48.67127,0.01563193
16000.0,49.18707,0.01528137
16000.0,50.08092,0.01470172
16000.0,50.46808,0.01447069
16000.0,50.83347,0.01424562
16000.0,51.2224,0.01402247
16000.0,51.85259,0.01369189
16000.0,52.2445,0.01348856
16000.0,52.71498,0.01323823
16000.0,53.205,0.0129321
16000.0,53.69165,0.01277732
16000.0,54.18204,0.01254653
16000.0,54.70467,0.01232914
16000.0,55.20196,0.01211694
16000.0,55.70169,0.01190637
16000.0,56.21068,0.01170318
16000.0,56.70764,0.01151221
16000.0,57.19415,0.01133342
16000.0,57.69382,0.01116394
16000.0,58.19659,0.01097448
16000.0,58.67964,0.0108132
16000.0,59.1967,0.01063416
16000.0,59.69835,0.01047186
16000.0,59.99452,0.01037735
14000.0,9.998463,0.07101697
14000.0,10.67687,0.07100528
14000.0,11.19668,0.07099691
14000.0,11.6771,0.07099013
14000.0,12.18664,0.07097197
14000.0,12.70498,0.07095919
14000.0,13.19313,0.07094631
14000.0,13.69652,0.07092796
14000.0,14.19074,0.07096672
14000.0,14.70188,0.07088248
14000.0,15.19537,0.07085506
14000.0,15.70872,0.07082337
14000.0,16.20189,0.07079499
14000.0,16.69775,0.07073911
14000.0,17.19209,0.07069768
14000.0,17.70584,0.07064179
14000.0,18.19337,0.06998607
14000.0,18.68881,0.07052068
14000.0,19.17862,0.07044547
14000.0,19.69473,0.07037492
14000.0,20.20766,0.0702782
14000.0,20.69505,0.07018442
14000.0,21.19499,0.07017568
14000.0,21.70095,0.0699806
14000.0,22.20596,0.06986485
14000.0,22.71935,0.06973229
14000.0,23.18487,0.06960975
14000.0,23.69303,0.06947438
14000.0,24.20039,0.06931583
14000.0,24.68711,0.06916289
14000.0,25.19845,0.06899415
14000.0,25.69216,0.06882504
14000.0,26.19318,0.0686397
14000.0,26.70405,0.06844527
14000.0,27.1904,0.06825841
14000.0,27.70004,0.06829748
14000.0,28.20352,0.06782231
14000.0,28.68284,0.06759675
14000.0,29.19564,0.06736105
14000.0,29.69376,0.06711185
14000.0,30.19418,0.06686167
14000.0,30.82022,0.06653212
14000.0,31.21481,0.06630418
14000.0,31.68993,0.06603409
14000.0,32.18456,0.06572662
14000.0,32.70314,0.06539565
14000.0,33.18377,0.06506787
14000.0,33.68941,0.06469038
14000.0,34.20597,0.06427503
14000.0,34.69415,0.06374882
14000.0,35.20927,0.06195704
14000.0,35.69822,0.04619735
14000.0,36.58797,0.02788785
14000.0,37.00425,0.02698741
14000.0,37.40894,0.02616842
14000.0,37.81454,0.02543091
14000.0,38.22172,0.02470216
14000.0,38.69388,0.0239012
14000.0,39.19072,0.02312787
14000.0,39.68832,0.02239739
14000.0,40.19955,0.02166372
14000.0,40.70409,0.02099618
14000.0,41.21565,0.02034721
14000.0,41.70161,0.01977143
14000.0,42.20119,0.01919507
14000.0,42.71536,0.01863359
14000.0,43.20126,0.01812523
14000.0,43.69554,0.01764463
14000.0,44.18224,0.01719197
14000.0,44.70313,0.01672224
14000.0,45.21298,0.01630228
14000.0,45.70283,0.01589052
14000.0,46.18076,0.0155241
14000.0,46.6862,0.01514604
14000.0,47.58362,0.01451874
14000.0,47.99582,0.01425235
14000.0,48.40123,0.01401251
14000.0,48.80301,0.01374461
14000.0,49.19853,0.0134913
14000.0,49.68992,0.01321755
14000.0,50.18446,0.01293705
14000.0,50.80748,0.01261427
14000.0,51.2027,0.0123988
14000.0,51.69407,0.01216198
14000.0,52.18991,0.01192871
14000.0,52.70598,0.01169643
14000.0,53.17159,0.01149441
14000.0,53.67624,0.01128011
14000.0,54.19456,0.01107109
14000.0,54.71531,0.01086403
14000.0,55.18899,0.01068345
14000.0,55.6787,0.0105023
14000.0,56.19953,0.01031748
14000.0,56.6862,0.01015154
14000.0,57.21239,0.009978417
14000.0,57.67867,0.009722056
14000.0,58.18832,0.009666405
14000.0,58.71567,0.00950813
14000.0,59.17474,0.009368554
14000.0,59.70206,0.009218935
14000.0,59.99452,0.009136698
12000.0,10.05275,0.07073927
12000.0,10.67293,0.07073236
12000.0,11.19687,0.0707213
12000.0,11.67529,0.07071187
12000.0,12.17537,0.07070027
12000.0,12.67843,0.07068658
12000.0,13.20447,0.07067196
12000.0,13.72466,0.07065413
12000.0,14.17263,0.07063635
12000.0,14.70333,0.07061228
12000.0,15.20732,0.07057075
12000.0,15.7023,0.07055392
12000.0,16.18209,0.0705153
12000.0,16.6868,0.07045995
12000.0,17.19213,0.07041103
12000.0,17.69962,0.07035999
12000.0,18.21333,0.07029746
12000.0,18.69944,0.07022623
12000.0,19.21273,0.07015387
12000.0,19.67886,0.0700766
12000.0,20.19744,0.06998766
12000.0,20.70399,0.06988301
12000.0,21.24265,0.06977467
12000.0,21.68299,0.06968013
12000.0,22.2003,0.06955932
12000.0,22.68625,0.06943071
12000.0,23.20609,0.06928156
12000.0,23.6764,0.06915599
12000.0,24.20543,0.06899827
12000.0,24.69099,0.06884712
12000.0,25.18246,0.06867777
12000.0,25.69008,0.06850138
12000.0,26.19755,0.06831041
12000.0,26.68959,0.06811159
12000.0,27.2006,0.06790509
12000.0,27.70157,0.06769557
12000.0,28.20415,0.06747695
12000.0,28.69498,0.06724319
12000.0,29.18932,0.06700975
12000.0,29.67355,0.06676836
12000.0,30.18476,0.06649702
12000.0,30.8271,0.06637766
12000.0,31.21551,0.06592669
12000.0,31.68496,0.06563929
12000.0,32.20231,0.06531437
12000.0,32.72253,0.06497483
12000.0,33.19041,0.06463477
12000.0,33.69847,0.06423202
12000.0,34.19038,0.06376426
12000.0,34.67304,0.06283844
12000.0,35.17119,0.05410738
12000.0,36.07134,0.02601482
12000.0,36.48402,0.02503964
12000.0,36.87838,0.02430489
12000.0,37.25518,0.02360377
12000.0,37.72317,0.02276705
12000.0,38.18758,0.02198706
12000.0,38.66891,0.02124819
12000.0,39.2013,0.02045615
12000.0,39.69078,0.01978977
12000.0,40.19336,0.01913913
12000.0,40.70644,0.01849507
12000.0,41.21774,0.01788853
12000.0,41.69978,0.01735763
12000.0,42.17014,0.01685857
12000.0,42.68509,0.01634677
12000.0,43.18435,0.01586568
12000.0,43.70634,0.01541194
12000.0,44.19244,0.01498466
12000.0,45.10844,0.01425796
12000.0,45.52116,0.01396412
12000.0,45.9209,0.01368074
12000.0,46.3135,0.01339546
12000.0,46.71751,0.01313981
12000.0,47.20227,0.01284281
12000.0,47.70156,0.01254085
12000.0,48.18135,0.01226512
12000.0,48.68608,0.01198361
12000.0,49.20383,0.01170163
12000.0,49.68542,0.01144862
12000.0,50.17901,0.01120536
12000.0,50.82602,0.01090388
12000.0,51.22238,0.01072303
12000.0,51.70553,0.01051945
12000.0,52.17516,0.01032268
12000.0,52.68916,0.01011575
12000.0,53.18577,0.009926612
12000.0,53.68652,0.009740558
12000.0,54.19558,0.00956246
12000.0,54.70361,0.00938385
12000.0,55.19112,0.009218349
12000.0,55.68531,0.009059025
12000.0,56.19071,0.008904297
12000.0,56.68616,0.008761615
12000.0,57.18495,0.008610542
12000.0,57.68335,0.008474626
12000.0,58.20498,0.008330867
12000.0,58.6929,0.008207426
12000.0,59.19548,0.008075146
12000.0,59.68597,0.007956426
12000.0,59.99826,0.008040987
10000.0,9.998149,0.07034302
10000.0,10.69791,0.07033039
10000.0,11.16993,0.07032527
10000.0,11.6782,0.0703114
10000.0,12.18602,0.07030658
10000.0,12.70701,0.07028587
10000.0,13.18941,0.0702696
10000.0,13.69855,0.07025635
10000.0,14.18404,0.07022177
10000.0,14.70994,0.07021298
10000.0,15.18285,0.07017659
10000.0,15.69005,0.07014392
10000.0,16.18398,0.07010573
10000.0,16.6996,0.07005641
10000.0,17.1936,0.07001331
10000.0,17.68963,0.06995392
10000.0,18.20125,0.06948292
10000.0,18.69105,0.0698211
10000.0,19.19803,0.06974203
10000.0,19.69648,0.06966642
10000.0,20.18401,0.06957524
10000.0,20.70763,0.06942773
10000.0,21.18425,0.06937682
10000.0,21.70407,0.06925358
10000.0,22.21307,0.06912743
10000.0,22.69369,0.06900332
10000.0,23.17707,0.06885871
10000.0,23.70401,0.06871205
10000.0,24.20292,0.06855734
10000.0,24.68042,0.06840102
10000.0,25.19355,0.06822632
10000.0,25.69568,0.06803776
10000.0,26.20922,0.06784879
10000.0,26.71993,0.06765792
10000.0,27.18801,0.0670675
10000.0,27.67238,0.0672501
10000.0,28.17572,0.06702362
10000.0,28.68286,0.06677221
10000.0,29.18575,0.06652446
10000.0,29.71772,0.06625745
10000.0,30.17797,0.06601128
10000.0,30.79335,0.06567293
10000.0,31.20393,0.06543137
10000.0,31.69482,0.06511857
10000.0,32.20898,0.06478456
10000.0,32.68968,0.06445017
10000.0,33.20115,0.06406506
10000.0,33.71716,0.06360748
10000.0,34.20342,0.06285802
10000.0,34.68317,0.05700763
10000.0,35.57863,0.02381822
10000.0,35.97435,0.02295896
10000.0,36.35484,0.02215696
10000.0,36.75167,0.0214323
10000.0,37.184,0.02068564
10000.0,37.67101,0.01987693
10000.0,38.19783,0.01905952
10000.0,38.68465,0.01835502
10000.0,39.19411,0.01765927
10000.0,39.67435,0.01705427
10000.0,40.20086,0.01643579
10000.0,40.68499,0.01588998
10000.0,41.20405,0.01532335
10000.0,42.09184,0.01444236
10000.0,42.50893,0.01408439
10000.0,42.89843,0.01374307
10000.0,43.28258,0.01342238
10000.0,43.68333,0.01311452
10000.0,44.1888,0.01272498
10000.0,44.69204,0.01237536
10000.0,45.20155,0.01203403
10000.0,45.71131,0.01171364
10000.0,46.2037,0.01140811
10000.0,46.6909,0.01112442
10000.0,47.21035,0.01084432
10000.0,47.69668,0.01064431
10000.0,48.20274,0.01034246
10000.0,48.70074,0.01009832
10000.0,49.19145,0.009880369
10000.0,49.68907,0.009648153
10000.0,50.1927,0.009437841
10000.0,50.81016,0.009273656
10000.0,51.20639,0.009034209
10000.0,51.70457,0.008855272
10000.0,52.18204,0.00868035
10000.0,52.68914,0.008506417
10000.0,53.19588,0.008342912
10000.0,53.70193,0.00818086
10000.0,54.20298,0.008030517
10000.0,54.71954,0.007880762
10000.0,55.20516,0.007743926
10000.0,55.68309,0.007614341
10000.0,56.56362,0.007379713
10000.0,56.9511,0.007282328
10000.0,57.35023,0.007265378
10000.0,57.72984,0.007040933
10000.0,58.2049,0.006994497
10000.0,58.70492,0.006886784
10000.0,59.22112,0.006772603
10000.0,59.68228,0.006676034
10000.0,59.99327,0.006613284
8000.0,9.998936,0.06979463
8000.0,10.67191,0.06978612
8000.0,11.18218,0.06977207
8000.0,11.6784,0.0697694
8000.0,12.17456,0.06976219
8000.0,12.70728,0.06974297
8000.0,13.19696,0.06972588
8000.0,13.69357,0.06970238
8000.0,14.20845,0.06968445
8000.0,14.68836,0.06965037
8000.0,15.17267,0.06962406
8000.0,15.69666,0.06958195
8000.0,16.19036,0.06954796
8000.0,16.68232,0.06950253
8000.0,17.19913,0.06945065
8000.0,17.71399,0.06938606
8000.0,18.20525,0.06929934
8000.0,18.68927,0.06925959
8000.0,19.20271,0.06917691
8000.0,19.69803,0.06909142
8000.0,20.20475,0.06899659
8000.0,20.69134,0.06890027
8000.0,21.19799,0.06878947
8000.0,21.71204,0.06866946
8000.0,22.2051,0.06854039
8000.0,22.6834,0.06840555
8000.0,23.21333,0.06826436
8000.0,23.69978,0.06811752
8000.0,24.17857,0.06796865
8000.0,24.68517,0.0677938
8000.0,25.20782,0.06761661
8000.0,25.70797,0.06742916
8000.0,26.19234,0.0671572
8000.0,26.70765,0.06702654
8000.0,27.20586,0.06681099
8000.0,27.71142,0.06667706
8000.0,28.18999,0.06636084
8000.0,28.68629,0.06613412
8000.0,29.21711,0.06586962
8000.0,29.69291,0.06561779
8000.0,30.19162,0.06533869
8000.0,30.8338,0.06497554
8000.0,31.22731,0.06472956
8000.0,31.68906,0.06443545
8000.0,32.20869,0.06408411
8000.0,32.70747,0.06371169
8000.0,33.19403,0.0633104
8000.0,33.69208,0.06271542
8000.0,34.1852,0.05958136
8000.0,35.09729,0.02132281
8000.0,35.49242,0.0204217
8000.0,35.88052,0.01963707
8000.0,36.29408,0.01888942
8000.0,36.70053,0.0181882
8000.0,37.18227,0.01741227
8000.0,37.70436,0.01664629
8000.0,38.19205,0.01597782
8000.0,38.69163,0.01534548
8000.0,39.59801,0.01423771
8000.0,40.02608,0.01377751
8000.0,40.4223,0.01336666
8000.0,40.80904,0.01299067
8000.0,41.20398,0.01263516
8000.0,41.68841,0.01220556
8000.0,42.19579,0.0118054
8000.0,42.68846,0.01141048
8000.0,43.19211,0.01105033
8000.0,43.68974,0.01071701
8000.0,44.20483,0.01038744
8000.0,44.67782,0.0101009
8000.0,45.19094,0.009808513
8000.0,45.69663,0.009539734
8000.0,46.19498,0.009282093
8000.0,46.70224,0.00903674
8000.0,47.19892,0.008807277
8000.0,47.69831,0.008595596
8000.0,48.19246,0.008551481
8000.0,48.68607,0.008187789
8000.0,49.20995,0.007987094
8000.0,49.70162,0.007807815
8000.0,50.19363,0.007634947
8000.0,51.20347,0.007306519
8000.0,51.60599,0.00718314
8000.0,52.01213,0.007060416
8000.0,52.40707,0.00695334
8000.0,52.78831,0.006846557
8000.0,53.18371,0.006739138
8000.0,53.68238,0.006614581
8000.0,54.2081,0.006487373
8000.0,54.6941,0.00636771
8000.0,55.20298,0.00625265
8000.0,55.67543,0.006147616
8000.0,56.18621,0.006040073
8000.0,56.67036,0.005940078
8000.0,57.1998,0.005836235
8000.0,57.68447,0.005743625
8000.0,58.17413,0.005650236
8000.0,58.70855,0.005555294
8000.0,59.21254,0.005467276
8000.0,59.6897,0.005386095
8000.0,59.9995,0.005334793
6000.0,10.00236,0.06900065
6000.0,10.68789,0.06898779
6000.0,11.1833,0.06898106
6000.0,11.6907,0.06897015
6000.0,12.16162,0.06896184
6000.0,12.6986,0.06894474
6000.0,13.20563,0.06892374
6000.0,13.682,0.06890372
6000.0,14.20811,0.06888732
6000.0,14.69602,0.06885968
6000.0,15.18835,0.06882096
6000.0,15.67457,0.06879508
6000.0,16.19765,0.06874366
6000.0,16.69799,0.06869157
6000.0,17.18328,0.0686438
6000.0,17.69879,0.06858308
6000.0,18.18047,0.06851947
6000.0,18.70289,0.06844115
6000.0,19.1867,0.06836642
6000.0,19.70973,0.06827038
6000.0,20.21741,0.06816981
6000.0,20.68795,0.06807681
6000.0,21.20902,0.06795605
6000.0,21.682,0.06785028
6000.0,22.18711,0.06763051
6000.0,22.68898,0.0675733
6000.0,23.19617,0.06742442
6000.0,23.70415,0.06727499
6000.0,24.19598,0.06711078
6000.0,24.70642,0.06693156
6000.0,25.2154,0.06675228
6000.0,25.69707,0.06656379
6000.0,26.21432,0.06635971
6000.0,26.70022,0.06614758
6000.0,27.20688,0.06593896
6000.0,27.69912,0.06571117
6000.0,28.22021,0.06547045
6000.0,28.68369,0.06522987
6000.0,29.19214,0.06497516
6000.0,29.69468,0.06469166
6000.0,30.21239,0.06440135
6000.0,30.84583,0.06403586
6000.0,31.23123,0.06378544
6000.0,31.69651,0.06347966
6000.0,32.19855,0.06311983
6000.0,32.69263,0.06272222
6000.0,33.19577,0.06221126
6000.0,33.72271,0.05971838
6000.0,34.22796,0.02680754
6000.0,35.09525,0.01737559
6000.0,35.49113,0.01659438
6000.0,35.87881,0.01590347
6000.0,36.2758,0.01523948
6000.0,36.70524,0.01462861
6000.0,37.22081,0.01388543
6000.0,37.69217,0.01327175
6000.0,38.18357,0.01266307
6000.0,38.69503,0.01209826
6000.0,39.20779,0.01156308
6000.0,39.70649,0.01107305
6000.0,40.19956,0.01062745
6000.0,40.68563,0.01021075
6000.0,41.20584,0.00980815
6000.0,41.6818,0.009467091
6000.0,42.19579,0.009119688
6000.0,42.68645,0.008807354
6000.0,43.21527,0.008492556
6000.0,43.70263,0.008224806
6000.0,44.18878,0.007973585
6000.0,44.69723,0.007734515
6000.0,45.18933,0.007502513
6000.0,46.04981,0.007139198
6000.0,46.45695,0.006984266
6000.0,46.84798,0.006840691
6000.0,47.23582,0.006696405
6000.0,47.67576,0.006555493
6000.0,48.19501,0.006386098
6000.0,48.69732,0.006228775
6000.0,49.19767,0.006088158
6000.0,49.68814,0.00592143
6000.0,50.17898,0.005810521
6000.0,50.83813,0.005641606
6000.0,51.22229,0.005547039
6000.0,51.68732,0.005437737
6000.0,52.20454,0.005318854
6000.0,52.69913,0.00521648
6000.0,53.20198,0.005118528
6000.0,53.68859,0.005020932
6000.0,54.18411,0.004930709
6000.0,54.69513,0.004837299
6000.0,55.20412,0.004745862
6000.0,55.68202,0.004665169
6000.0,56.18957,0.004581477
6000.0,56.69072,0.004501891
6000.0,57.1918,0.00442967
6000.0,57.68568,0.004354627
6000.0,58.20248,0.004283646
6000.0,58.70364,0.004216943
6000.0,59.19907,0.004152706
6000.0,59.69833,0.004087549
6000.0,59.99452,0.004048705
4000.0,10.00066,0.06770881
4000.0,10.69663,0.06769255
4000.0,11.19113,0.06768417
4000.0,11.66822,0.0676796
4000.0,12.20248,0.06767011
4000.0,12.68981,0.06765196
4000.0,13.21224,0.06763206
4000.0,13.70679,0.06761459
4000.0,14.19339,0.06758957
4000.0,14.71686,0.06756154
4000.0,15.19357,0.06753207
4000.0,15.68644,0.06748619
4000.0,16.20623,0.06744485
4000.0,16.69696,0.06739475
4000.0,17.18962,0.06734374
4000.0,17.69612,0.06727674
4000.0,18.19309,0.06720506
4000.0,18.68649,0.0671365
4000.0,19.20889,0.06704765
4000.0,19.69397,0.06695857
4000.0,20.18813,0.0668598
4000.0,20.68344,0.06675497
4000.0,21.19047,0.06663504
4000.0,21.69726,0.06650737
4000.0,22.2327,0.06636733
4000.0,22.68217,0.06624008
4000.0,23.16759,0.06609141
4000.0,23.69558,0.06592605
4000.0,24.20492,0.06575775
4000.0,24.68378,0.06559266
4000.0,25.19757,0.06540066
4000.0,25.68916,0.0652136
4000.0,26.21751,0.06500304
4000.0,26.70853,0.06478988
4000.0,27.20436,0.06456631
4000.0,27.68455,0.06434435
4000.0,28.19413,0.0640972
4000.0,28.70705,0.06383599
4000.0,29.17603,0.06358961
4000.0,29.72377,0.06327675
4000.0,30.19989,0.06300711
4000.0,30.83345,0.06262249
4000.0,31.24899,0.06234676
4000.0,31.68085,0.06204902
4000.0,32.19804,0.06160061
4000.0,32.69913,0.06116515
4000.0,33.18998,0.05997639
4000.0,33.6693,0.03536748
4000.0,34.58475,0.0139564
4000.0,34.99318,0.01317825
4000.0,35.39565,0.01251959
4000.0,35.75851,0.01197179
4000.0,36.20927,0.01132397
4000.0,36.6894,0.0107031
4000.0,37.19862,0.01009605
4000.0,37.71652,0.00952343
4000.0,38.19732,0.009058397
4000.0,38.69513,0.00860786
4000.0,39.21849,0.008160776
4000.0,39.68464,0.007804049
4000.0,40.19579,0.00744611
4000.0,41.11338,0.006866523
4000.0,41.52457,0.006637924
4000.0,41.91448,0.006440486
4000.0,42.31373,0.006242911
4000.0,42.70299,0.006060186
4000.0,43.19076,0.0058511
4000.0,43.72417,0.005645694
4000.0,44.18366,0.005468585
4000.0,44.70313,0.005288841
4000.0,45.18926,0.005132714
4000.0,45.70123,0.004981146
4000.0,46.19179,0.004837327
4000.0,46.69983,0.004704276
4000.0,47.19647,0.004575646
4000.0,47.68246,0.004460698
4000.0,48.19247,0.004348021
4000.0,48.69556,0.004240273
4000.0,49.18972,0.004135337
4000.0,49.68097,0.004039116
4000.0,50.19811,0.003944932
4000.0,50.8391,0.0038333
4000.0,51.23185,0.003765604
4000.0,51.69592,0.003693924
4000.0,52.20165,0.003616372
4000.0,52.69508,0.003543842
4000.0,53.16854,0.003477708
4000.0,53.7009,0.003407993
4000.0,54.19249,0.003345689
4000.0,54.70887,0.003282501
4000.0,55.19652,0.003296177
4000.0,55.69955,0.003201053
4000.0,56.20956,0.003110612
4000.0,56.69751,0.003061852
4000.0,57.21017,0.00300525
4000.0,58.0776,0.002919191
4000.0,58.46706,0.002884219
4000.0,58.86237,0.002850767
4000.0,59.25278,0.00281187
4000.0,59.68598,0.002776388
4000.0,59.99078,0.002750678
2000.0,9.995476,0.06497744
2000.0,10.67529,0.06496473
2000.0,11.18905,0.064959
2000.0,11.67413,0.06495776
2000.0,12.1733,0.06494675
2000.0,12.70779,0.06492762
2000.0,13.22128,0.06491023
2000.0,13.70742,0.06489062
2000.0,14.19484,0.06486815
2000.0,14.71302,0.06484061
2000.0,15.18473,0.06484438
2000.0,15.68355,0.06476153
2000.0,16.21132,0.06472516
2000.0,16.7094,0.06466287
2000.0,17.1996,0.06461087
2000.0,17.71941,0.06454156
2000.0,18.20789,0.06447133
2000.0,18.69213,0.06440242
2000.0,19.20545,0.06431828
2000.0,19.69024,0.06422386
2000.0,20.20119,0.06411505
2000.0,20.70248,0.06401047
2000.0,21.21487,0.06389465
2000.0,21.69674,0.06376803
2000.0,22.18276,0.06363403
2000.0,22.70461,0.06348521
2000.0,23.19267,0.06334212
2000.0,23.69908,0.06317623
2000.0,24.18448,0.06300604
2000.0,24.70048,0.06285251
2000.0,25.19897,0.06264135
2000.0,25.69999,0.06243637
2000.0,26.18576,0.06223455
2000.0,26.69699,0.06201539
2000.0,27.18882,0.06179366
2000.0,27.6846,0.06156088
2000.0,28.2202,0.06130224
2000.0,28.69846,0.0610424
2000.0,29.20533,0.06077606
2000.0,29.71066,0.06047375
2000.0,30.21008,0.06017977
2000.0,30.82569,0.05978408
2000.0,31.21595,0.05951475
2000.0,31.6874,0.05916981
2000.0,32.19218,0.0587282
2000.0,32.69484,0.05792274
2000.0,33.18554,0.03791445
2000.0,34.1012,0.009469719
2000.0,34.50311,0.008763489
2000.0,34.90643,0.008166956
2000.0,35.29214,0.007641241
2000.0,36.05933,0.006760047
2000.0,36.41933,0.006396556
2000.0,36.81841,0.006029187
2000.0,37.22881,0.005695243
2000.0,37.67658,0.00536682
2000.0,38.19612,0.00501775
2000.0,38.69746,0.004712046
2000.0,39.18773,0.00445517
2000.0,39.68585,0.004217762
2000.0,40.20322,0.00399915
2000.0,40.71527,0.003797148
2000.0,41.19882,0.00362649
2000.0,41.70963,0.00346886
2000.0,42.189,0.003324121
2000.0,42.67816,0.003188132
2000.0,43.211,0.003069933
2000.0,43.69897,0.002959047
2000.0,44.57333,0.002786747
2000.0,44.93378,0.002720082
2000.0,45.29632,0.002657267
2000.0,45.69587,0.002595939
2000.0,46.19973,0.002521385
2000.0,46.71265,0.002447596
2000.0,47.19154,0.002382954
2000.0,47.705,0.002284636
2000.0,48.19328,0.002261461
2000.0,48.70856,0.002205941
2000.0,49.20725,0.002152298
2000.0,49.69351,0.002103412
2000.0,50.19993,0.002053803
2000.0,50.8353,0.001997454
2000.0,51.23281,0.001962043
2000.0,51.69302,0.001925137
2000.0,52.18403,0.001886433
2000.0,52.69214,0.00184867
2000.0,53.19186,0.00181315
2000.0,53.69366,0.00177902
2000.0,54.20716,0.001744712
2000.0,54.7047,0.001713589
2000.0,55.1955,0.001684742
2000.0,55.68311,0.00165474
2000.0,56.17064,0.00162904
2000.0,56.68279,0.001600681
2000.0,57.18147,0.001574566
2000.0,57.70079,0.001550125
2000.0,58.19305,0.001524432
2000.0,59.06181,0.001482951
2000.0,59.45209,0.001466659
2000.0,59.8458,0.001449996
2000.0,59.99327,0.001442681
100.0,10.00126,0.01098856
100.0,10.68672,0.0109868
100.0,11.16685,0.01098431
100.0,11.67954,0.01098452
100.0,12.16344,0.01098423
100.0,12.70753,0.01098051
100.0,13.20912,0.01097992
100.0,13.68568,0.01097852
100.0,14.18581,0.0109744
100.0,14.70212,0.01097036
100.0,15.18909,0.01096526
100.0,15.6906,0.01095909
100.0,16.1756,0.01095351
100.0,16.69959,0.01087351
100.0,17.19162,0.01093491
100.0,17.69945,0.01092296
100.0,18.1932,0.01091027
100.0,18.70622,0.01089495
100.0,19.19517,0.01087808
100.0,19.69781,0.01086131
100.0,20.21132,0.01084424
100.0,20.69112,0.01082057
100.0,21.20493,0.01079794
100.0,21.69723,0.01077398
100.0,22.20078,0.01074596
100.0,22.71243,0.01071807
100.0,23.19323,0.01068971
100.0,23.69301,0.01065636
100.0,24.19208,0.01062501
100.0,24.6785,0.01059243
100.0,25.19762,0.01055502
100.0,25.68435,0.01068203
100.0,26.19156,0.01047961
100.0,26.70393,0.01043937
100.0,27.19175,0.01039693
100.0,27.6968,0.01035439
100.0,28.19421,0.01030869
100.0,28.71568,0.01025733
100.0,29.19925,0.01020877
100.0,29.68923,0.01015883
100.0,30.19502,0.01010208
100.0,30.83741,0.0100378
100.0,31.25008,0.009973279
100.0,31.67757,0.009909332
100.0,32.20468,0.009807575
100.0,32.68777,0.009077108
100.0,33.57052,0.001071339
100.0,33.93544,0.0009414332
100.0,34.30222,0.0008344383
100.0,34.72533,0.0007407169
100.0,35.59419,0.0006004727
100.0,35.98737,0.0005517419
100.0,36.3706,0.0005111204
100.0,36.76281,0.0004767816
100.0,37.20774,0.0004447147
100.0,37.69544,0.0004147799
100.0,38.19379,0.0003889708
100.0,38.69394,0.0003655031
100.0,39.19662,0.0003466227
100.0,39.69615,0.0003301405
100.0,40.63531,0.0003041051
100.0,41.02543,0.0002947392
100.0,41.40401,0.0002865891
100.0,41.8019,0.0002790709
100.0,42.18831,0.0002719651
100.0,42.714,0.0002631579
100.0,43.19988,0.000256381
100.0,43.69472,0.0002497601
100.0,44.20124,0.000243789
100.0,44.69269,0.0002374836
100.0,45.18932,0.0002318888
100.0,45.69196,0.0002276018
100.0,46.17604,0.0002227634
100.0,46.67645,0.0002187129
100.0,47.19736,0.00021396
100.0,47.68246,0.0002106995
100.0,48.19415,0.0002072183
100.0,48.68432,0.0002039689
100.0,49.19493,0.0001585796
100.0,49.68995,0.0001970284
100.0,50.20089,0.0001928098
100.0,50.84825,0.0001914019
100.0,51.2309,0.0001880159
100.0,51.69791,0.0001905953
100.0,52.58133,0.0001817679
100.0,52.98196,0.0001798047
100.0,53.37887,0.0001785904
100.0,53.76347,0.0001768086
100.0,54.20396,0.0001746468
100.0,54.68559,0.0001728303
100.0,55.19763,0.0001706926
100.0,55.69958,0.0001687792
100.0,56.18401,0.0001659292
100.0,56.69743,0.0001654618
100.0,57.20448,0.0001631421
100.0,57.69849,0.0001626001
100.0,58.18237,0.00016077
100.0,58.68322,0.0001593142
100.0,59.21864,0.0001567478
100.0,59.69469,0.0001556398
100.0,59.99327,0.0001586292
